80,AURA,Association Of Universities For Research In Astronomy,https://www.acronymslist.com/acronym/80.html
81,AVHRR,Advanced Very High Resolution Radiometer,https://www.acronymslist.com/acronym/81.html
82,AW&ST,Aviation Week And Space Technology,https://www.acronymslist.com/acronym/82.html
83,AXAF,Advanced X-ray Astrophysics Facility,https://www.acronymslist.com/acronym/83.html
84,BAE,British Aerospace,https://www.acronymslist.com/acronym/84.html
85,BATSE,Burst And Transient Source Experiment,https://www.acronymslist.com/acronym/85.html
86,BBXRT,Broad-Band X-Ray Telescope,https://www.acronymslist.com/acronym/86.html
87,BC,Bolometric Correction,https://www.acronymslist.com/acronym/87.html
88,BD,Bonner Durchmusterung (catalog),https://www.acronymslist.com/acronym/88.html
89,BDB,Big Dumb Booster,https://www.acronymslist.com/acronym/89.html
90,BECO,Booster Engine Cutoff,https://www.acronymslist.com/acronym/90.html
91,BEM,Bug-Eyed Monster,https://www.acronymslist.com/acronym/91.html
92,BFC,Backup Flight Computer,https://www.acronymslist.com/acronym/92.html
93,BFCS,Backup Flight Control System,https://www.acronymslist.com/acronym/93.html
94,BFS,Backup Flight System,https://www.acronymslist.com/acronym/94.html
95,BH,Black Hole,https://www.acronymslist.com/acronym/95.html
96,BIMA,Berkeley Illinois Maryland Array,https://www.acronymslist.com/acronym/96.html
97,BIMDA,Bioserve-Instrumentation Technology Associate Materials Dispersion Analysis,https://www.acronymslist.com/acronym/97.html
98,BMDO,Ballistic Missile Defense Office,https://www.acronymslist.com/acronym/98.html
99,BMFT,Bundesministerium Fuer Forschung Und Technologie,https://www.acronymslist.com/acronym/99.html
100,BNSC,British National Space Centre,https://www.acronymslist.com/acronym/100.html
101,C&T,Communications & Tracking,https://www.acronymslist.com/acronym/101.html
102,CADH,Communications And Data Handling,https://www.acronymslist.com/acronym/102.html
103,CARA,Center For Astrophysical Research In Antarctica,https://www.acronymslist.com/acronym/103.html
104,CASCA,Canadian Astronomical Society,https://www.acronymslist.com/acronym/104.html
105,CASSINI,Saturn Orbiter And Titan Probe,https://www.acronymslist.com/acronym/105.html
106,CATS,Cheap Access To Space,https://www.acronymslist.com/acronym/106.html
107,CBR,Cosmic Background Radiation,https://www.acronymslist.com/acronym/107.html
108,CCAFS,Cape Canaveral Air Force Station,https://www.acronymslist.com/acronym/108.html
109,CCD,Charge-Coupled Device,https://www.acronymslist.com/acronym/109.html
110,CCDS,Centers For The Commercial Development Of Space,https://www.acronymslist.com/acronym/110.html
111,CCRS,Canada Centre For Remote Sensing,https://www.acronymslist.com/acronym/111.html
112,CCSDS,Consultative Committee For Space Data Systems,https://www.acronymslist.com/acronym/112.html
113,CDA,Command And Data Acquisition,https://www.acronymslist.com/acronym/113.html
114,CDDT,Countdown Demonstration Test,https://www.acronymslist.com/acronym/114.html
115,CDM,Cold Dark Matter,https://www.acronymslist.com/acronym/115.html
116,CD-ROM,Compact Disk Read-Only Memory,https://www.acronymslist.com/acronym/116.html
117,CDS,Command And Data Subsystem,https://www.acronymslist.com/acronym/117.html
118,CEA,Center For EUV Astrophysics,https://www.acronymslist.com/acronym/118.html
119,CELSS,Controlled Ecological Life Support System,https://www.acronymslist.com/acronym/119.html
120,CERES,Clouds And Earth's Radiant Energy System,https://www.acronymslist.com/acronym/120.html
121,CETA,Crew And Equipment Translation Aid,https://www.acronymslist.com/acronym/121.html
122,CFA,Harvard-Smithsonian Center For Astrophysics,https://www.acronymslist.com/acronym/122.html
123,CFC,ChloroFluoroCarbon,https://www.acronymslist.com/acronym/123.html
124,CFF,Columbus Free Flyer,https://www.acronymslist.com/acronym/124.html
125,CFHT,Canada-France-Hawaii Telescope,https://www.acronymslist.com/acronym/125.html
126,CFPA,Center For Particle Astrophysics (Berkeley),https://www.acronymslist.com/acronym/126.html
127,CFRP,Carbon Fibre Reinforced Plastic,https://www.acronymslist.com/acronym/127.html
128,CG,Center Of Gravity,https://www.acronymslist.com/acronym/128.html
129,CGF,Crystal Growth Furnace,https://www.acronymslist.com/acronym/129.html
130,CGRO,Compton Gamma Ray Observatory,https://www.acronymslist.com/acronym/130.html
131,CHARA,Center For High Angular Resolution Astronomy,https://www.acronymslist.com/acronym/131.html
132,CIRRIS,Cryogenic InfraRed Radiance Instrument For Shuttle,https://www.acronymslist.com/acronym/132.html
133,CIS,Commonwealth Of Independent States,https://www.acronymslist.com/acronym/133.html
134,CIT,Circumstellar Imaging Telescope,https://www.acronymslist.com/acronym/134.html
135,CITA,Canadian Institute For Theoretical Astrophysics,https://www.acronymslist.com/acronym/135.html
136,CITE,Cargo Integration Test Equipment,https://www.acronymslist.com/acronym/136.html
137,CLAES,Cryogenic Limb Array Etalon Spectrometer,https://www.acronymslist.com/acronym/137.html
138,CM,Command Module,https://www.acronymslist.com/acronym/138.html
139,CM,Center Of Mass,https://www.acronymslist.com/acronym/139.html
140,CM,Central Meridian,https://www.acronymslist.com/acronym/140.html
141,CMB,Cosmic Microwave Background,https://www.acronymslist.com/acronym/141.html
142,CMBR,Cosmic Microwave Background Radiation,https://www.acronymslist.com/acronym/142.html
143,CMCC,Central Mission Control Centre,https://www.acronymslist.com/acronym/143.html
144,CNES,Centre National D'Etude Spatiales,https://www.acronymslist.com/acronym/144.html
145,CNO,Carbon-Nitrogen-Oxygen,https://www.acronymslist.com/acronym/145.html
146,CNSR,Comet Nucleus Sample Return,https://www.acronymslist.com/acronym/146.html
147,COBE,COsmic Background Explorer,https://www.acronymslist.com/acronym/147.html
148,COMPTEL,COMPton TELescope,https://www.acronymslist.com/acronym/148.html
149,COMSAT,Communications Satellite (Corporation),https://www.acronymslist.com/acronym/149.html
150,COSTAR,Corrective Optics Space Telescope Axial Replacement,https://www.acronymslist.com/acronym/150.html
151,CPCG,Commercial Protein Crystal Growth,https://www.acronymslist.com/acronym/151.html
152,CR,Correlation Radiometer,https://www.acronymslist.com/acronym/152.html
153,CRAF,Comet Rendezvous/Asteroid Flyby,https://www.acronymslist.com/acronym/153.html
154,CREAM,Cosmic Radiation Effects And Activatiom Monitor,https://www.acronymslist.com/acronym/154.html
155,CRIM,Commercial Refrigerator Incubator Module,https://www.acronymslist.com/acronym/155.html
156,CRISTA,Cryogenic Infrared Spectrometer Telescope For Atmosphere,https://www.acronymslist.com/acronym/156.html
157,CRL,Communication Research Lab,https://www.acronymslist.com/acronym/157.html
158,CRRES,Combined Release/Radiation Effects Satellite,https://www.acronymslist.com/acronym/158.html
159,CSA,Canadian Space Agency,https://www.acronymslist.com/acronym/159.html
160,CSIRO,Commonwealth Scientific And Industrial Research Organization,https://www.acronymslist.com/acronym/160.html
161,CSM,Command And Service Module,https://www.acronymslist.com/acronym/161.html
162,CSTC,Consolidated Satellite Test Center,https://www.acronymslist.com/acronym/162.html
163,CTIO,Cerro Tololo Interamerican Observatory,https://www.acronymslist.com/acronym/163.html
164,CV,Cataclysmic Variable,https://www.acronymslist.com/acronym/164.html
165,CXBR,Cosmic X-ray Background Radiation,https://www.acronymslist.com/acronym/165.html
166,CYSB,Cape York Space Base,https://www.acronymslist.com/acronym/166.html
167,CYSF,Cape York Space Facility,https://www.acronymslist.com/acronym/167.html
168,CYSP,Cape York Space Port,https://www.acronymslist.com/acronym/168.html
169,CZCS,Coastal Zone Color Scanner,https://www.acronymslist.com/acronym/169.html
170,DAC,Delayed Action Command,https://www.acronymslist.com/acronym/170.html
171,DACS,DATA Acquisition And Control Subsystem,https://www.acronymslist.com/acronym/171.html
172,DAO,Dominion Astrophysical Observatory,https://www.acronymslist.com/acronym/172.html
173,DARA,Deutsche Agentur Fuer Raumfahrtangelegenheiten,https://www.acronymslist.com/acronym/173.html
174,DARPA,Defense Advanced Research Projects Agency,https://www.acronymslist.com/acronym/174.html
175,DC,Delta Clipper,https://www.acronymslist.com/acronym/175.html
176,DCA,Defense Communications Agency,https://www.acronymslist.com/acronym/176.html
177,DCCS,Dynamic Cell Culture System,https://www.acronymslist.com/acronym/177.html
178,DCX,Delta Clipper EXperimental,https://www.acronymslist.com/acronym/178.html
179,DDCU,DC-to-DC Converter Unit,https://www.acronymslist.com/acronym/179.html
180,DDTE,Design,https://www.acronymslist.com/acronym/180.html
181,DEC,Declination,https://www.acronymslist.com/acronym/181.html
182,DESAT,Desaturation,https://www.acronymslist.com/acronym/182.html
183,DFRC,Dryden Flight Research Center,https://www.acronymslist.com/acronym/183.html
184,DFRF,Dryden Flight Research Facility,https://www.acronymslist.com/acronym/184.html
185,DIRBE,Diffuse Infrared Background Experiment,https://www.acronymslist.com/acronym/185.html
186,DLR,Deutsche Forschungsanstalt Fuer Luft- Und Raumfahrt,https://www.acronymslist.com/acronym/186.html
187,DM,Dark Matter,https://www.acronymslist.com/acronym/187.html
188,DMR,Differential Microwave Radiometer,https://www.acronymslist.com/acronym/188.html
189,DMSP,Defense Meteorological Satellite Program,https://www.acronymslist.com/acronym/189.html
190,DOD,Department Of Defense,https://www.acronymslist.com/acronym/190.html
191,DOE,Department Of Energy,https://www.acronymslist.com/acronym/191.html
192,DOE,Department Of Education,https://www.acronymslist.com/acronym/192.html
193,DOE,Department Of The Environment,https://www.acronymslist.com/acronym/193.html
194,DOMSAT,Domestic Satellite,https://www.acronymslist.com/acronym/194.html
195,DOR,Differenced One-way Range,https://www.acronymslist.com/acronym/195.html
196,DOT,Department Of Transportation,https://www.acronymslist.com/acronym/196.html
197,DPM,Drop Physics Module,https://www.acronymslist.com/acronym/197.html
198,DPSS,DATA Processing Services Subsystem,https://www.acronymslist.com/acronym/198.html
199,DRAO,Dominion Radio Astrophysical Observatory,https://www.acronymslist.com/acronym/199.html
200,DRSS,DATA Relay Satellite System,https://www.acronymslist.com/acronym/200.html
201,DSCS,Defense Satellite Communications System,https://www.acronymslist.com/acronym/201.html
202,DSN,Deep Space Network,https://www.acronymslist.com/acronym/202.html
203,DSO,Detailed Supplementary Objective,https://www.acronymslist.com/acronym/203.html
204,DSP,Defense Support Program,https://www.acronymslist.com/acronym/204.html
205,DSS,Deep Space Station,https://www.acronymslist.com/acronym/205.html
206,DSSC,Deep Space Station Complex,https://www.acronymslist.com/acronym/206.html
207,E,Elliptical (for Galaxies),https://www.acronymslist.com/acronym/207.html
208,EAFB,Edwards Air Force Base,https://www.acronymslist.com/acronym/208.html
209,ECS,Environmental Control System,https://www.acronymslist.com/acronym/209.html
210,EDC,EROS Data Center,https://www.acronymslist.com/acronym/210.html
211,EDO,Extended Duration Orbiter,https://www.acronymslist.com/acronym/211.html
212,EDOMP,EDO Medical Project,https://www.acronymslist.com/acronym/212.html
213,EDRS,European Data Relay Satellite,https://www.acronymslist.com/acronym/213.html
214,EDS,Electronic Data Systems,https://www.acronymslist.com/acronym/214.html
215,EGRET,Energetic Gamma Ray Experiment Telescope,https://www.acronymslist.com/acronym/215.html
216,EJASA,Electronic Journal Of The Astronomical Society Of The Atlantic,https://www.acronymslist.com/acronym/216.html
217,ELDO,European Launcher Development Organisation,https://www.acronymslist.com/acronym/217.html
218,ELV,Expendable Launch Vehicle,https://www.acronymslist.com/acronym/218.html
219,EMU,Extravehicular Mobility Unit,https://www.acronymslist.com/acronym/219.html
220,ENAC,Energetic Neutral Atom Camera,https://www.acronymslist.com/acronym/220.html
221,ENACEOS,ENAC For EOS,https://www.acronymslist.com/acronym/221.html
222,ENAP,Energetic Neutral Atom Precipitation,https://www.acronymslist.com/acronym/222.html
223,ENSO,El Nino/Southern Oscillation,https://www.acronymslist.com/acronym/223.html
224,EODC,Earth Observation Data Centre,https://www.acronymslist.com/acronym/224.html
225,EOS,Earth Observing System,https://www.acronymslist.com/acronym/225.html
226,EOS,Electrophoresis Operations In Space,https://www.acronymslist.com/acronym/226.html
227,EOSP,Earth Observing Scanning Polarimeter,https://www.acronymslist.com/acronym/227.html
228,EPD,Energetic Particles Detector,https://www.acronymslist.com/acronym/228.html
229,ER,Eastern Range,https://www.acronymslist.com/acronym/229.html
230,ERBE,Earth Radiation Budget Experiment,https://www.acronymslist.com/acronym/230.html
231,EROS,Earth Resources Observations System,https://www.acronymslist.com/acronym/231.html
232,ERS,Earth Resources Satellite,https://www.acronymslist.com/acronym/232.html
233,ERS,European Remote Sensing,https://www.acronymslist.com/acronym/233.html
234,ERS,Environmental Research Satellite,https://www.acronymslist.com/acronym/234.html
235,ESA,European Space Agency,https://www.acronymslist.com/acronym/235.html
236,ESIS,European Space Information System,https://www.acronymslist.com/acronym/236.html
237,ESO,European Southern Observatory,https://www.acronymslist.com/acronym/237.html
238,ESOC,European Space Operations Centre,https://www.acronymslist.com/acronym/238.html
239,ESPC,European Space Power Conference,https://www.acronymslist.com/acronym/239.html
240,ESRIN,European Space Research Institute,https://www.acronymslist.com/acronym/240.html
241,ESRO,European Space Research Organisation,https://www.acronymslist.com/acronym/241.html
242,ESTEC,European Space Research And Technology Centre,https://www.acronymslist.com/acronym/242.html
243,ET,External Tank,https://www.acronymslist.com/acronym/243.html
244,ET,Ephemeris Time,https://www.acronymslist.com/acronym/244.html
245,ETE,End-to-End,https://www.acronymslist.com/acronym/245.html
246,ETM,Enhanced Thematic Mapper,https://www.acronymslist.com/acronym/246.html
247,ETR,Eastern Test Range,https://www.acronymslist.com/acronym/247.html
248,EUMETSAT,European Meterological Satellite Organisation,https://www.acronymslist.com/acronym/248.html
249,EURECA,European Retrievable Carrier,https://www.acronymslist.com/acronym/249.html
250,EUTELSAT,European Telecommunications Satellite Organization,https://www.acronymslist.com/acronym/250.html
251,EUV,Extreme UltraViolet,https://www.acronymslist.com/acronym/251.html
252,EUVE,Extreme UltraViolet Explorer,https://www.acronymslist.com/acronym/252.html
253,EVA,Extravehicular Activity,https://www.acronymslist.com/acronym/253.html
254,FAP,Freedom Attached Payloads,https://www.acronymslist.com/acronym/254.html
255,FAST,Fast Auroral SnapshoT Explorer,https://www.acronymslist.com/acronym/255.html
256,FBV,Fuel Bleed Valve,https://www.acronymslist.com/acronym/256.html
257,FEM,Flight-Engineering Model,https://www.acronymslist.com/acronym/257.html
258,FFCC,Free-Flyer Control Centre,https://www.acronymslist.com/acronym/258.html
259,FFT,Fast Fourier Transform,https://www.acronymslist.com/acronym/259.html
260,FGS,Fine Guidance Sensors,https://www.acronymslist.com/acronym/260.html
261,FHST,Fixed Head Star Trackers,https://www.acronymslist.com/acronym/261.html
262,FIR,Far InfraRed,https://www.acronymslist.com/acronym/262.html
263,FIRAS,Far InfraRed Absolute Spectrophotometer,https://www.acronymslist.com/acronym/263.html
264,FITS,Flexible Image Transport System,https://www.acronymslist.com/acronym/264.html
265,FOC,Faint Object Camera,https://www.acronymslist.com/acronym/265.html
266,FOLD,Federally-Owned LANDSAT Data,https://www.acronymslist.com/acronym/266.html
267,FOS,Faint Object Spectrograph,https://www.acronymslist.com/acronym/267.html
268,FPD,Flight Projects Directorate,https://www.acronymslist.com/acronym/268.html
269,FPM,Fiber Pulling In Microgravity,https://www.acronymslist.com/acronym/269.html
270,FRC,Flight Research Center,https://www.acronymslist.com/acronym/270.html
271,FRED,Space Station Freedom,https://www.acronymslist.com/acronym/271.html
272,FRF,Flight Readiness Firing,https://www.acronymslist.com/acronym/272.html
273,FRR,Flight-Readiness Review,https://www.acronymslist.com/acronym/273.html
274,FRSI,Flexible Reusable Surface Insulation,https://www.acronymslist.com/acronym/274.html
275,FTS,Flight Telerobotic Servicer,https://www.acronymslist.com/acronym/275.html
276,FUSE,Far Ultraviolet Spectroscopic Explorer,https://www.acronymslist.com/acronym/276.html
277,FWHM,Full Width At Half Maximum,https://www.acronymslist.com/acronym/277.html
278,GAS,Get-Away Special,https://www.acronymslist.com/acronym/278.html
279,GBT,Green Bank Telescope,https://www.acronymslist.com/acronym/279.html
280,GC,Galactic Center,https://www.acronymslist.com/acronym/280.html
281,GC,Globular Cluster,https://www.acronymslist.com/acronym/281.html
282,GCVS,General Catalog Of Variable Stars,https://www.acronymslist.com/acronym/282.html
283,GDCLS,General Dynamics Commercial Launch Services,https://www.acronymslist.com/acronym/283.html
284,GDS,Great Dark Spot,https://www.acronymslist.com/acronym/284.html
285,GEM,Giotto Extended Mission,https://www.acronymslist.com/acronym/285.html
286,GEM,Graphite Epoxy Motor,https://www.acronymslist.com/acronym/286.html
287,GEO,Geosynchronous Earth Orbit,https://www.acronymslist.com/acronym/287.html
288,GEODSS,Ground-based Electro-optical Deep-space Surveillance System,https://www.acronymslist.com/acronym/288.html
289,GGM,Goskogidromet/Gidromettsentr,https://www.acronymslist.com/acronym/289.html
290,GHA,Greenwich Hour Angle,https://www.acronymslist.com/acronym/290.html
291,GHRS,Goddard High Resolution Spectrograph,https://www.acronymslist.com/acronym/291.html
292,GIF,Graphics Interchange Format,https://www.acronymslist.com/acronym/292.html
293,GISS,Goddard Institute For Space Studies,https://www.acronymslist.com/acronym/293.html
294,GLOMR,Global Low-Orbiting Message Relay,https://www.acronymslist.com/acronym/294.html
295,GMC,Giant Molecular Cloud,https://www.acronymslist.com/acronym/295.html
296,GMRT,Giant Meter-wave Radio Telescope,https://www.acronymslist.com/acronym/296.html
297,GMS,Geostationary Meterological Satellite,https://www.acronymslist.com/acronym/297.html
298,GMT,Greenwich Mean Time,https://www.acronymslist.com/acronym/298.html
299,GNC,Guidance,https://www.acronymslist.com/acronym/299.html
300,GOES,Geostationary Orbiting Environmental Satellite,https://www.acronymslist.com/acronym/300.html
301,GOMOS,Global Ozone Monitoring By Occultation Of Stars,https://www.acronymslist.com/acronym/301.html
302,GOMR,Global Ozone Monitoring Radiometer,https://www.acronymslist.com/acronym/302.html
303,GOSAMR,Gelation Of Soils: Applied Microgravity Research,https://www.acronymslist.com/acronym/303.html
304,GOX,Gaseous OXygen,https://www.acronymslist.com/acronym/304.html
305,GPC,General Purpose Computer,https://www.acronymslist.com/acronym/305.html
306,GPPF,Gravitational Plant Physiology Facility,https://www.acronymslist.com/acronym/306.html
307,GPS,Global Positioning System,https://www.acronymslist.com/acronym/307.html
308,GR,General Relativity,https://www.acronymslist.com/acronym/308.html
309,GRO,Gamma Ray Observatory,https://www.acronymslist.com/acronym/309.html
310,GRS,Gamma Ray Spectrometer,https://www.acronymslist.com/acronym/310.html
311,GRS,Great Red Spot,https://www.acronymslist.com/acronym/311.html
312,GRTLS,Glide RTLS,https://www.acronymslist.com/acronym/312.html
313,GRU,Glavnoye Razvedivatel'noye Upravileniye,https://www.acronymslist.com/acronym/313.html
314,GSC,Guide Star Catalog,https://www.acronymslist.com/acronym/314.html
315,GSFC,Goddard Space Flight Center,https://www.acronymslist.com/acronym/315.html
316,GSO,GeoSynchronous Earth Orbit,https://www.acronymslist.com/acronym/316.html
317,GST,Greenwich Sidereal Time,https://www.acronymslist.com/acronym/317.html
318,GTO,Geostationary Transfer Orbit,https://www.acronymslist.com/acronym/318.html
319,GUGK,Glavnoye Upravileniye Geodesii I Kartografii,https://www.acronymslist.com/acronym/319.html
320,HAINS,High Accuracy Inertial Navigation System,https://www.acronymslist.com/acronym/320.html
321,HALOE,Halogen Occultation Experiment,https://www.acronymslist.com/acronym/321.html
322,HAO,High Altitude Observatory,https://www.acronymslist.com/acronym/322.html
323,HB,Horizontal Branch,https://www.acronymslist.com/acronym/323.html
324,HCI,Highes Communications,https://www.acronymslist.com/acronym/324.html
325,HCMM,Heat Capacity Mapping Mission,https://www.acronymslist.com/acronym/325.html
326,HD,Henry Draper Catalog Entry,https://www.acronymslist.com/acronym/326.html
327,HDE,Henry Draper Extension,https://www.acronymslist.com/acronym/327.html
328,HDM,Hot Dark Matter,https://www.acronymslist.com/acronym/328.html
329,HEAO,High Energy Astronomical Observatory,https://www.acronymslist.com/acronym/329.html
330,HERA,Hermes Robotic Arm,https://www.acronymslist.com/acronym/330.html
331,HF,High Frequency,https://www.acronymslist.com/acronym/331.html
332,HGA,High Gain Antenna,https://www.acronymslist.com/acronym/332.html
333,HH,Hitchhiker,https://www.acronymslist.com/acronym/333.html
334,HIRDLS,High Resolution Dynamics Limb Sounder,https://www.acronymslist.com/acronym/334.html
335,HIRIS,High Resolution Imaging Spectrometer,https://www.acronymslist.com/acronym/335.html
336,HIRS,High Resolution Infrared Radiation Sounder,https://www.acronymslist.com/acronym/336.html
337,HJD,Helicentric Julian Date,https://www.acronymslist.com/acronym/337.html
338,HLC,Heavy Lift Capability,https://www.acronymslist.com/acronym/338.html
339,HLV,Heavy Lift Vehicle,https://www.acronymslist.com/acronym/339.html
340,HMC,Halley Multicolor Camera,https://www.acronymslist.com/acronym/340.html
341,HOTOL,HOrizontal TakeOff And Landing,https://www.acronymslist.com/acronym/341.html
342,HPFTP,High Pressure Fuel Turbopump,https://www.acronymslist.com/acronym/342.html
343,HPOTP,High Pressure Oxidizer Turbopump,https://www.acronymslist.com/acronym/343.html
344,HR,Hertzsprung-Russell,https://www.acronymslist.com/acronym/344.html
345,HRDI,High Resolution Doppler Imager,https://www.acronymslist.com/acronym/345.html
346,HRI,High Resolution Imager,https://www.acronymslist.com/acronym/346.html
347,HRMS,High Resolution Microwave Survey,https://www.acronymslist.com/acronym/347.html
348,HRPT,High Resolution Picture Transmission,https://www.acronymslist.com/acronym/348.html
349,HRSC,High Resolution Stereo Camera,https://www.acronymslist.com/acronym/349.html
350,HRSI,High-temperature Reusable Surface Insulation,https://www.acronymslist.com/acronym/350.html
351,HRSR,High-Resolution Scanning Radiometer,https://www.acronymslist.com/acronym/351.html
352,HSP,High Speed Photometer,https://www.acronymslist.com/acronym/352.html
